event_id,event_name,original_event_names,event_date,date_precision,place_id,historical_location,current_address,longitude,latitude,source_ids,correction_reason,confidence,needs_manual_review
EVT-00144,柔石商务印书馆文学活动,柔石商务印书馆文学活动,1934-01-01,日,PLC-00053,商务印书馆,河南中路309号,121.480,31.253,SRC-0001,事件年份 1934 晚于人物卒年 1931，且事件命名属于个人活动型事件，无法高置信保留。；同名事件存在时间或地点冲突。,high,yes
EVT-00313,《太白》创刊,《太白》创刊,1934-09-20,日,PLC-00077,霞飞路桃源坊,淮海中路593弄1-12号,,,SRC-0001,,low,no
EVT-00290,何家槐上海文学活动,何家槐上海文学活动,1935,年,PLC-00006,上海,上海,121.473,31.230,SRC-0001,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。；同名事件存在时间或地点冲突。,medium,yes
EVT-00064,冯雪峰上海文学活动,冯雪峰上海文学活动,1935,年,PLC-00006,上海,上海,121.473,31.230,SRC-0001,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。；同名事件存在时间或地点冲突。,medium,yes
EVT-00084,叶紫上海文学活动,叶紫上海文学活动,1935,年,PLC-00006,上海,上海,121.473,31.230,SRC-0001,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。,medium,yes
EVT-00213,吴奚如上海文艺活动,吴奚如上海文艺活动,1935,年,PLC-00006,上海,上海,121.473,31.230,SRC-0001,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。；同名事件存在时间或地点冲突。,medium,yes
EVT-00302,埃德加·斯诺上海签名抗议活动,埃德加·斯诺上海签名抗议活动,1935,年,PLC-00006,上海,上海,121.473,31.230,SRC-0001,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。,medium,yes
EVT-00043,夏衍上海文学活动,夏衍上海文学活动,1935,年,PLC-00006,上海,上海,121.473,31.230,SRC-0001,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。；同名事件存在时间或地点冲突。,medium,yes
EVT-00280,孙席珍上海文学活动,孙席珍上海文学活动,1935,年,PLC-00006,上海,上海,121.473,31.230,SRC-0001,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。；同名事件存在时间或地点冲突。,medium,yes
EVT-00278,孙席珍生活书店文学活动,孙席珍生活书店文学活动,1935,年,PLC-00063,生活书店,福州路465号,121.484,31.238,SRC-0001,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。；同名事件存在时间或地点冲突。,medium,yes
EVT-00216,徐懋庸上海文艺活动,徐懋庸上海文艺活动,1935,年,PLC-00006,上海,上海,121.473,31.230,SRC-0001,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。；同名事件存在时间或地点冲突。,medium,yes
EVT-00265,柳倩上海文学活动,柳倩上海文学活动,1935,年,PLC-00006,上海,上海,121.473,31.230,SRC-0001,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。,medium,yes
EVT-00303,法捷耶夫上海签名抗议活动,法捷耶夫上海签名抗议活动,1935,年,PLC-00006,上海,上海,121.473,31.230,SRC-0001,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。,medium,yes
EVT-00083,田汉上海文学活动,田汉上海文学活动,1935,年,PLC-00006,上海,上海,121.473,31.230,SRC-0001,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。；同名事件存在时间或地点冲突。,medium,yes
EVT-00044,聂绀弩上海文学活动,聂绀弩上海文学活动,1935,年,PLC-00006,上海,上海,121.473,31.230,SRC-0001,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。,medium,yes
EVT-00211,聂绀弩上海文艺活动,聂绀弩上海文艺活动,1935,年,PLC-00006,上海,上海,121.473,31.230,SRC-0001,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。；同名事件存在时间或地点冲突。,medium,yes
EVT-00301,良友图书签名抗议活动,良友图书签名抗议活动,1935,年,PLC-00013,良友图书公司,北四川路851号,121.482,31.255,SRC-0001,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。,medium,yes
EVT-00025,茅盾良友图书活动,茅盾良友图书活动,1935,年,PLC-00013,良友图书公司,北四川路851号,121.482,31.255,SRC-0001,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。,medium,yes
EVT-00266,邹韬奋上海文化活动,邹韬奋上海文化活动,1935,年,PLC-00006,上海,上海,121.473,31.230,SRC-0001,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。,medium,yes
EVT-00291,邹韬奋上海文学活动,邹韬奋上海文学活动,1935,年,PLC-00006,上海,上海,121.473,31.230,SRC-0001,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。；同名事件存在时间或地点冲突。,medium,yes
EVT-00281,陈望道上海文学活动,陈望道上海文学活动,1935,年,PLC-00006,上海,上海,121.473,31.230,SRC-0001,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。,medium,yes
EVT-00279,陈望道生活书店文学活动,陈望道生活书店文学活动,1935,年,PLC-00063,生活书店,福州路465号,121.484,31.238,SRC-0001,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。,medium,yes
EVT-00314,《避暑录话》创刊,《避暑录话》创刊,1935-07-14,日,PLC-00078,青岛民报社,芝罘路,,,SRC-0001,,low,no
EVT-00100,上海抗议活动,上海抗议活动,1936,年,PLC-00006,上海,上海,121.473,31.230,SRC-0001,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。,medium,yes
EVT-00236,上海文学活动,上海文学活动,1936,年,PLC-00006,上海,上海,121.473,31.230,SRC-0001,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。；同名事件存在时间或地点冲突。,medium,yes
EVT-00238,上海社会活动,上海社会活动,1936,年,PLC-00006,上海,上海,121.473,31.230,SRC-0001,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。；同名事件存在时间或地点冲突。,medium,yes
EVT-00247,于黑丁上海文艺集会,于黑丁上海文艺集会,1936,年,PLC-00006,上海,上海,121.473,31.230,SRC-0001,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。,medium,yes
EVT-00097,内山书店文学活动,内山书店文学活动,1936,年,PLC-00007,内山书店,四川北路2050号,121.482,31.251,SRC-0001,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。；同名事件存在时间或地点冲突。,medium,yes
EVT-00237,南京路社会活动,南京路社会活动,1936,年,PLC-00071,南京路,南京东路,121.483,31.240,SRC-0001,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。,medium,yes
EVT-00299,埃德加·斯诺上海文学活动,埃德加·斯诺上海文学活动,1936,年,PLC-00006,上海,上海,121.473,31.230,SRC-0001,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。,medium,yes
EVT-00099,复旦大学抗议活动,复旦大学抗议活动,1936,年,PLC-00039,复旦大学江湾校区,邯郸路220号,121.506,31.300,SRC-0001,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。,medium,yes
EVT-00053,夏衍上海文学活动,夏衍上海文学活动,1936,年,PLC-00006,上海,上海,121.473,31.230,SRC-0001,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。；同名事件存在时间或地点冲突。,medium,yes
EVT-00052,夏衍在生活书店活动,夏衍在生活书店活动,1936,年,PLC-00023,生活书店,福州路,121.484,31.238,SRC-0001,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。,medium,yes
EVT-00054,夏衍抗议活动,夏衍抗议活动,1936,年,PLC-00006,上海,上海,121.473,31.230,SRC-0001,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。,medium,yes
EVT-00300,宋庆龄上海文学活动,宋庆龄上海文学活动,1936,年,PLC-00006,上海,上海,121.473,31.230,SRC-0001,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。,medium,yes
EVT-00135,林淡秋上海大学文学活动,林淡秋上海大学文学活动,1936,年,PLC-00050,上海大学,宝山路上大路99号,121.473,31.260,SRC-0001,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。,medium,yes
EVT-00139,林淡秋上海文学活动,林淡秋上海文学活动,1936,年,PLC-00006,上海,上海,121.473,31.230,SRC-0001,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。,medium,yes
EVT-00137,林淡秋创造社文学活动,林淡秋创造社文学活动,1936,年,PLC-00051,创造社,闸北区宝山路,121.473,31.260,SRC-0001,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。,medium,yes
EVT-00202,沙汀上海文学交流,沙汀上海文学交流,1936,年,PLC-00006,上海,上海,121.473,31.230,SRC-0001,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。；同名事件存在时间或地点冲突。,medium,yes
EVT-00077,良友图书文学活动,良友图书文学活动,1936,年,PLC-00018,良友图书,北四川路851号,121.482,31.255,SRC-0001,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。；同名事件存在时间或地点冲突。,medium,yes
EVT-00134,柔石上海大学文学活动,柔石上海大学文学活动,1936-01-01,日,PLC-00050,上海大学,宝山路上大路99号,121.473,31.260,SRC-0001,事件年份 1936 晚于人物卒年 1931，且事件命名属于个人活动型事件，无法高置信保留。,high,yes
EVT-00138,柔石上海文学活动,柔石上海文学活动,1936-01-01,日,PLC-00006,上海,上海,121.473,31.230,SRC-0001,事件年份 1936 晚于人物卒年 1931，且事件命名属于个人活动型事件，无法高置信保留。；同名事件存在时间或地点冲突。,high,yes
EVT-00136,柔石创造社文学活动,柔石创造社文学活动,1936-01-01,日,PLC-00051,创造社,闸北区宝山路,121.473,31.260,SRC-0001,事件年份 1936 晚于人物卒年 1931，且事件命名属于个人活动型事件，无法高置信保留。,high,yes
EVT-00040,良友图书文学活动,良友图书文学活动,1936-01-01,日,PLC-00018,良友图书,北四川路851号,121.482,31.255,SRC-0001,事件年份 1936 晚于人物卒年 1935，且事件命名属于个人活动型事件，无法高置信保留。；同名事件存在时间或地点冲突。,high,yes
EVT-00209,上海抗日救亡签名活动,上海抗日救亡签名活动,1937,年,PLC-00006,上海,上海,121.473,31.230,SRC-0001,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。,medium,yes
EVT-00239,上海抗日签名活动,上海抗日签名活动,1937,年,PLC-00006,上海,上海,121.473,31.230,SRC-0001,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。；同名事件存在时间或地点冲突。,medium,yes
EVT-00257,任白戈上海一般活动,任白戈上海一般活动,1937,年,PLC-00006,上海,上海,121.473,31.230,SRC-0001,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。,medium,yes
EVT-00258,叶以群上海一般活动,叶以群上海一般活动,1937,年,PLC-00006,上海,上海,121.473,31.230,SRC-0001,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。,medium,yes
EVT-00284,孙席珍上海文学活动,孙席珍上海文学活动,1937,年,PLC-00006,上海,上海,121.473,31.230,SRC-0001,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。；同名事件存在时间或地点冲突。,medium,yes
EVT-00282,孙席珍生活书店文学活动,孙席珍生活书店文学活动,1937,年,PLC-00063,生活书店,福州路465号,121.484,31.238,SRC-0001,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。；同名事件存在时间或地点冲突。,medium,yes
EVT-00197,张天翼上海抗议活动,张天翼上海抗议活动,1937,年,PLC-00006,上海,上海,121.473,31.230,SRC-0001,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。,medium,yes
EVT-00218,徐懋庸上海抗议签名活动,徐懋庸上海抗议签名活动,1937,年,PLC-00006,上海,上海,121.473,31.230,SRC-0001,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。,medium,yes
EVT-00217,徐懋庸生活书店抗议活动,徐懋庸生活书店抗议活动,1937,年,PLC-00063,生活书店,福州路465号,121.484,31.238,SRC-0001,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。,medium,yes
EVT-00269,柳倩上海文化活动,柳倩上海文化活动,1937,年,PLC-00006,上海,上海,121.473,31.230,SRC-0001,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。,medium,yes
EVT-00267,柳倩生活书店活动,柳倩生活书店活动,1937,年,PLC-00063,生活书店,福州路465号,121.484,31.238,SRC-0001,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。,medium,yes
EVT-00246,王任叔上海文化交流,王任叔上海文化交流,1937,年,PLC-00006,上海,上海,121.473,31.230,SRC-0001,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。,medium,yes
EVT-00292,生活书店活动,生活书店活动,1937,年,PLC-00035,生活书店（福州路）,福州路465号,121.484,31.238,SRC-0001,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。,medium,yes
EVT-00242,端木蕻良上海文学交流,端木蕻良上海文学交流,1937,年,PLC-00006,上海,上海,121.473,31.230,SRC-0001,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。,medium,yes
EVT-00091,艾芜上海文学活动,艾芜上海文学活动,1937,年,PLC-00006,上海,上海,121.473,31.230,SRC-0001,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。,medium,yes
EVT-00089,艾芜生活书店文学活动,艾芜生活书店文学活动,1937,年,PLC-00035,生活书店（福州路）,福州路465号,121.484,31.238,SRC-0001,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。,medium,yes
EVT-00205,萧军上海抗议活动,萧军上海抗议活动,1937,年,PLC-00006,上海,上海,121.473,31.230,SRC-0001,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。,medium,yes
EVT-00206,萧红上海抗议活动,萧红上海抗议活动,1937,年,PLC-00006,上海,上海,121.473,31.230,SRC-0001,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。,medium,yes
EVT-00293,邹韬奋上海活动,邹韬奋上海活动,1937,年,PLC-00006,上海,上海,121.473,31.230,SRC-0001,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。,medium,yes
EVT-00090,郑伯奇上海文学活动,郑伯奇上海文学活动,1937,年,PLC-00006,上海,上海,121.473,31.230,SRC-0001,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。；同名事件存在时间或地点冲突。,medium,yes
EVT-00088,郑伯奇生活书店文学活动,郑伯奇生活书店文学活动,1937,年,PLC-00035,生活书店（福州路）,福州路465号,121.484,31.238,SRC-0001,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。,medium,yes
EVT-00105,上海一般活动,上海一般活动,1937-01-01,日,PLC-00006,上海,上海,121.473,31.230,SRC-0001,事件年份 1937 晚于人物卒年 1931，且事件命名属于个人活动型事件，无法高置信保留。；同名事件存在时间或地点冲突。,high,yes
EVT-00270,巴比塞上海文化活动,巴比塞上海文化活动,1937-01-01,日,PLC-00006,上海,上海,121.473,31.230,SRC-0001,事件年份 1937 晚于人物卒年 1935，且事件命名属于个人活动型事件，无法高置信保留。,high,yes
EVT-00285,巴比塞上海文学活动,巴比塞上海文学活动,1937-01-01,日,PLC-00006,上海,上海,121.473,31.230,SRC-0001,事件年份 1937 晚于人物卒年 1935，且事件命名属于个人活动型事件，无法高置信保留。；同名事件存在时间或地点冲突。,high,yes
EVT-00283,巴比塞生活书店文学活动,巴比塞生活书店文学活动,1937-01-01,日,PLC-00063,生活书店,福州路465号,121.484,31.238,SRC-0001,事件年份 1937 晚于人物卒年 1935，且事件命名属于个人活动型事件，无法高置信保留。,high,yes
EVT-00268,巴比塞生活书店活动,巴比塞生活书店活动,1937-01-01,日,PLC-00063,生活书店,福州路465号,121.484,31.238,SRC-0001,事件年份 1937 晚于人物卒年 1935，且事件命名属于个人活动型事件，无法高置信保留。,high,yes
EVT-00009,鲁迅上海文学活动,鲁迅上海文学活动,1937-01-01,日,PLC-00006,上海,上海,121.473,31.230,SRC-0001,事件年份 1937 晚于人物卒年 1936，且事件命名属于个人活动型事件，无法高置信保留。；同名事件存在时间或地点冲突。,high,yes
EVT-00245,林淡秋上海文学交流,林淡秋上海文学交流,1938,年,PLC-00006,上海,上海,121.473,31.230,SRC-0001,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。,medium,yes
EVT-00244,林淡秋商务印书馆文学讲座,林淡秋商务印书馆文学讲座,1938,年,PLC-00053,商务印书馆,河南中路309号,121.480,31.253,SRC-0001,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。,medium,yes
EVT-00260,《文学月报》讨论会,《文学月报》讨论会,1940,年,PLC-00031,文学月报,四川北路多伦路口,121.485,31.265,SRC-0001,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。,medium,yes
EVT-00261,上海文学交流会,上海文学交流会,1940,年,PLC-00006,上海,上海,121.473,31.230,SRC-0001,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。；同名事件存在时间或地点冲突。,medium,yes
