relation_id,source_person_id,target_person_id,original_relation_type,standard_relation_type,relation_quality_score,relation_risk_level,context,evidence_ref,weight,source_ids,correction_reason,confidence,needs_manual_review,raw_relation_type,llm_suggested_relation_type,final_relation_type,llm_reason,llm_confidence,display_status
REL-02159,ZLH-026,ZLH-136,交游,交游,25,low,"闻讯后也赶来了。在宋庆龄的主持下商定了“鲁迅治丧委员会“最初的名单,蔡元培、马相伯、宋庆龄、毛泽东、内山完造、A.史沫特莱、沈钧儒、茅盾、萧参共9人,后增加曹靖华、许寿裳、胡愈之、胡风、周作人和周建人共15人。发表《鲁迅先生认告》如下:",左联史 第189页; 左联史 第494页; 左联史 第606页,4,SRC-0815;SRC-0817;SRC-0637,结构性检测未发现需要自动改写的明确证据。,medium,no,交游,交游,交游,结构性检测未发现需要自动改写的明确证据。,0.70,formal
REL-02160,ZLH-026,ZLH-137,交游,交游,25,low,"夜,在致胡风的信中说:“那消息是万分的确的,真是可惜得很。“5月22日夜,在致曹靖华的信中说:“它事极确,上月弟曾得确信,然何能为。这在文化上的损失,真是无可比喻。“5月下旬许寿裳从北平来上海,鲁迅路他谈了瞿秋白被侵下狱的事,并请他商请蔡…；闻讯后也赶来了。在宋庆龄的主持下商定了“鲁迅治丧委员会“最初的名单,蔡元培、马相伯、宋庆龄、毛泽东、内山完造、A.史沫特莱、沈钧儒、茅盾、萧参共9人,后增加曹靖华、许寿裳、胡愈之、胡风、周作人和周建人共15人。发表《鲁迅先生认告》如下:",左联史 第284页; 左联史 第321页; 左联史 第306页; 左联史 第606页; 左联史 第619页,5,SRC-0855;SRC-0971;SRC-0972;SRC-0637;SRC-0621,结构性检测未发现需要自动改写的明确证据。,medium,no,交游,交游,交游,结构性检测未发现需要自动改写的明确证据。,0.70,formal
REL-02161,ZLH-026,ZLH-139,组织隶属,纪念/悼念,100,critical,在陈望道主编的《太白》半月刊及其他报刊上发表人物特写《电,左联词典 第219页,1,SRC-0144,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；缺少组织归属关键词；上下文直接出现纪念/悼念动作,medium,no,组织隶属,纪念/悼念,纪念/悼念,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；缺少组织归属关键词；上下文直接出现纪念/悼念动作,0.70,formal
REL-02162,ZLH-026,ZLH-141,交游,交游,25,low,"宣堡会议概况,给晚年的吴迅带来巨大的力量与鼓舞,。4月27日,与鲁迅、胡风共同商讨提出；《我们对于推行新文字的意见》上签名,赞同使用、推广拉丁化新文字。同年8月1日,徐懋庸写信给鲁迅,信中攻击胡风,鲁；年翻译的高尔基小说《母亲由上海大江书铺出版。同年10月",左联词典 第69页; 左联词典 第114页; 左联词典 第172页; 左联词典 第284页; 左联词典 第299页,5,SRC-0973;SRC-0141;SRC-0688;SRC-0534;SRC-0682,结构性检测未发现需要自动改写的明确证据。,medium,no,交游,交游,交游,结构性检测未发现需要自动改写的明确证据。,0.70,formal
REL-02163,ZLH-026,ZLH-142,组织隶属,待核验,100,critical,"下午鲁迅葬礼时,和胡风.巴金、黄源、黎烈文、孟十还、靳以、",左联词典 第270页,1,SRC-0532,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；缺少组织归属关键词；证据不足以支撑原关系类型,low,yes,组织隶属,仅共现,仅共现,证据仅显示两人名字并列出现，未显示具体互动。,0.8,hidden
REL-02164,ZLH-026,ZLH-143,交游,交游,25,low,"薇、杨骚、张天翼、钱杏邺、谷非 ( 胡风 ) 、袁殊、韩起、陶昶孙、沙汀、任白戈、何丹仁 ( 冯雪峰 )、心宣言全文载《读书杂志》第2卷第4期王札锡《战时日记》中《著作者的抗日集会》一节。；是鲁迅通知周文去他家会见雪峰,此后就成为雪峰的政治交通,可见鲁迅对周文政治上的信任。10月19日鲁迅不幸病逝,周文、郑育之参加治丧办事处的工作,他们还和胡风、欧阳山、张天翼、聂绀；报周刊》;相关文章有《契识夫.回忆的片断》 ( 高尔基作胡风译 ) 、俄国作家契识夫像",左联史 第139页; 左联史 第503页; 左联史 第703页; 左联史 第711页,5,SRC-0573;SRC-0753;SRC-0723;SRC-0724,结构性检测未发现需要自动改写的明确证据。,medium,no,交游,交游,交游,结构性检测未发现需要自动改写的明确证据。,0.70,formal
REL-02165,ZLH-026,ZLH-144,签名联署,签名联署,25,low,"潘冰苔、胡风等随即组织“左联“东京分盟。不久,任钧等应；离上海去江西中央苏区,胡风受中央特科负责人吴奚如委托,为；迎巴比塞代表团启事 )。8月18日,与茅眉、田汉在《中国论",左联词典 第185页; 左联词典 第282页; 左联词典 第328页,4,SRC-0965;SRC-0734;SRC-0591,结构性检测未发现需要自动改写的明确证据。,medium,no,签名联署,签名联署,签名联署,结构性检测未发现需要自动改写的明确证据。,0.70,formal
REL-02166,ZLH-026,ZLH-145,组织隶属,待核验,100,critical,"伟《狄更斯论》,F「 梅凄格作胡风译,载《译文》;令《萧伯纳断片》,M.- 列维它夫作何凝译,载《人民文学》",左联史 第713页; 左联史 第717页,3,SRC-0655;SRC-0799,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；缺少组织归属关键词；证据不足以支撑原关系类型,low,yes,组织隶属,仅共现,仅共现,证据仅显示两人名字并列出现，未显示具体互动。,0.8,hidden
REL-02167,ZLH-026,ZLH-147,交游,交游,25,low,"此刊总的倾向仍是反对左联和左翼文学运动,诬蔑、攻击鲁迅、胡风等左翼作家,反对杂文,林；《奶妈》,华蒂 ( 叶以群 ) 《文艺创作概论》,白薇《打出幽灵塔》,谷非 ( 胡风 ) 《洋鬼》,柳倩《生命的；送、投递给有关成员。1932年回国,来到上海,正式加人中国左翼作家联盟,为左联文艺大众化委员会成员,他和何谷天 ( 周文 ) 一同从事将外国文学名著改写成“大众本“的工作,当时,何谷天改写鲁迅、曹靖华译的苏联小说《毁灭》、《铁流》,尹庚改…",左联史 第213页; 左联史 第231页; 左联史 第509页; 左联史 第676页; 左联史 第711页,5,SRC-0868;SRC-0726;SRC-0743;SRC-0800;SRC-0724,结构性检测未发现需要自动改写的明确证据。,medium,no,交游,交游,交游,结构性检测未发现需要自动改写的明确证据。,0.70,formal
REL-02168,ZLH-026,ZLH-150,组织隶属,合作,85,critical,"实》。9月12日,致胡风信,谈及萧军参加左联问题,认为“现；谷非 ( 胡风 ) 的相识与结合,附录中介绍当年两位女盟员胡素",左联词典 第328页; 左联词典 第672页,3,SRC-0591;SRC-0974,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；上下文直接出现联名/共同编辑/合作动作,medium,no,组织隶属,合作,合作,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；上下文直接出现联名/共同编辑/合作动作,0.70,formal
REL-02169,ZLH-027,ZLH-028,交游,交游,25,low,"联小组。与舒群、萧军、萧红等交往,并与茅盾通信,还收到他；路丁、胡风、奚如、聂绀弩、姚克、萧红、萧军、周颖等16位青年作家以“轰形花圈一袭敬献鲁迅先生“,表示哀悼,同时参；结了大批进步文艺工作者如萧红、萧军、白朗、梁山丁、金人、林珏等。1935年夏携妻白朗流亡上海,同年底加人中国左翼作",左联词典 第135页; 左联词典 第145页; 左联词典 第219页; 左联词典 第262页; 左联词典 第263页,5,SRC-0589;SRC-0131;SRC-0144;SRC-0146;SRC-0147,结构性检测未发现需要自动改写的明确证据。,medium,no,交游,交游,交游,结构性检测未发现需要自动改写的明确证据。,0.70,formal
REL-02170,ZLH-027,ZLH-029,交游,交游,25,low,"欧阳山、奚如、聂绀弩、姚克、萧红、萧军等15位青年作家；欧阳山、聂绀弩、姚克、萧红、萧军、梅志等16位左翼青年作；也仅仅只有先生一人.“同年10月30日,和萧军、艾芜、周文、蒋牧良、以群、欧阳山、张天翼、草明、王任叔、荒煤、聂绀弩",左联词典 第145页; 左联词典 第219页; 左联词典 第228页; 左联词典 第234页; 左联词典 第247页,5,SRC-0131;SRC-0144;SRC-0145;SRC-0960;SRC-0138,结构性检测未发现需要自动改写的明确证据。,medium,no,交游,交游,交游,结构性检测未发现需要自动改写的明确证据。,0.70,formal
REL-02171,ZLH-027,ZLH-030,地下通讯,地下通讯,25,low,"西彦、吴奚如、刘白羽等,都有很高的成就“。立波强调“革命；复、欧阳山、吴奚如等出席第一 -次小说家座谈会,讨论“主题的；罗烽、姚雪垠、王西彦、吴奚如、刘日羽等新作家“数量的众多“",左联词典 第274页; 左联词典 第299页; 左联词典 第431页; 左联词典 第537页,5,SRC-0606;SRC-0682;SRC-0260;SRC-0609,结构性检测未发现需要自动改写的明确证据。,medium,no,地下通讯,地下通讯,地下通讯,结构性检测未发现需要自动改写的明确证据。,0.70,formal
REL-02172,ZLH-027,ZLH-031,组织隶属,待核验,100,critical,"沙汀、葛琴、周文、叶紫、徐檀庸、唐弹、萧军、萧红等,使",左联词典 第331页,1,SRC-0150,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；缺少组织归属关键词；证据不足以支撑原关系类型,low,yes,组织隶属,同属组织,同属组织,证据表明两人均为左联成员，未显示其他具体互动。,0.95,review
REL-02173,ZLH-027,ZLH-032,签名联署,签名联署,45,medium,"记周扬之命,徐懋庸4次往访鲁迅,传达左联常委会及周扬等解；又根据鲁迅《答徐懋庸并关于抗日统一战线问题》和茅盾",左联词典 第328页; 左联词典 第537页,3,SRC-0591;SRC-0609,结构性检测未发现需要自动改写的明确证据。,medium,no,签名联署,签名联署,签名联署,结构性检测未发现需要自动改写的明确证据。,0.70,formal
REL-02174,ZLH-027,ZLH-035,组织隶属,待核验,100,critical,何家槐、李辉英、艾莅、阿英、洪深、郜达夫、张天翼、庄启东、,左联词典 第505页,1,SRC-0278,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；缺少组织归属关键词；证据不足以支撑原关系类型,low,yes,组织隶属,同属组织,同属组织,证据表明两人均为左联成员，未显示其他具体互动。,0.95,review
REL-02175,ZLH-027,ZLH-036,组织隶属,待核验,100,critical,"郑伯奇、穆木天、魏猛克等左翼作家.专载通俗化的小说,散文",左联词典 第505页,1,SRC-0278,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；缺少组织归属关键词；证据不足以支撑原关系类型,low,yes,组织隶属,同属组织,同属组织,证据表明两人均为左联成员，未显示其他具体互动。,0.95,review
REL-02176,ZLH-027,ZLH-037,空间共现,空间共现,25,low,"迅在上海不幸病逝,适夷在狱中得到噩耗,悲痛不已,他满怀深情地写下悼文《深渊下的哭声》,仍由这位教诲所长相助,寄往上海,后由萧军编人《鲁迅先生纪念集》,作者署名金三。",左联史 第9页; 左联史 第478页; 左联史 第495页; 左联史 第497页; 左联史 第610页,5,SRC-0704;SRC-0975;SRC-0976;SRC-0977;SRC-0978,结构性检测未发现需要自动改写的明确证据。,medium,no,空间共现,空间共现,空间共现,结构性检测未发现需要自动改写的明确证据。,0.70,formal
REL-02177,ZLH-027,ZLH-038,组织隶属,待核验,75,high,"年人应该努力》。10月30日,和沙汀、艾芜、周文、以群、欧阳山、张天翼、草明、王任叔、聂绀弩、周而复、东平以及萧军、蒋牧良、陈白尘、凡容等出席第2次小说家座谈会,学习鲁迅,研究讨论鲁迅小说《祝福》和《在酒楼上》。荒煤在左联时期主要从事小说…",左联史 第553页,1,SRC-0916,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；缺少组织归属关键词；证据不足以支撑原关系类型,low,yes,组织隶属,同属组织,同属组织,证据表明两人均为左联成员，未显示其他具体互动。,0.95,review
REL-02178,ZLH-027,ZLH-039,交游,交游,25,low,"欧阳山、奚如、聂绀弩、姚克、萧红、萧军等15位青年作家；也仅仅只有先生一人.“同年10月30日,和萧军、艾芜、周文、蒋牧良、以群、欧阳山、张天翼、；去万国公墓,并任群众送蒌队伍纠察.同年10月30日,和萧军、沙汀、节芜、周文、藏牧良、以群、欧阳山、草明、王任叔、荒",左联词典 第145页; 左联词典 第158页; 左联词典 第219页; 左联词典 第228页; 左联词典 第234页,5,SRC-0131;SRC-0143;SRC-0144;SRC-0145;SRC-0960,结构性检测未发现需要自动改写的明确证据。,medium,no,交游,交游,交游,结构性检测未发现需要自动改写的明确证据。,0.70,formal
REL-02179,ZLH-027,ZLH-042,签名联署,签名联署,25,low,"胡风、萧军、萧红等团结在鲁迅周围的作家,或受鲁迅影响的许",左联词典 第537页,1,SRC-0609,结构性检测未发现需要自动改写的明确证据。,medium,no,签名联署,签名联署,签名联署,结构性检测未发现需要自动改写的明确证据。,0.70,formal
REL-02180,ZLH-027,ZLH-043,组织隶属,待核验,100,critical,"齐同、屈轶、卢萝、蒋牧良、萧军等 * 都在创作上尽了他们最善的努力“; “端木蕻良、荒煤、舒群、松之的、罗烽、姚雪垠、王西彦、吴奚如、刘白羽等,都有",左联词典 第274页,1,SRC-0606,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；缺少组织归属关键词；证据不足以支撑原关系类型,low,yes,组织隶属,同属组织,同属组织,证据表明两人均为左联成员，未显示其他具体互动。,0.95,review
REL-02181,ZLH-027,ZLH-045,组织隶属,待核验,100,critical,"画,萧军的《货船》有万古蜡的捍面,尤以李旭丹为立波的翻评",左联词典 第272页; 左联词典 第431页; 左联词典 第505页,4,SRC-0605;SRC-0260;SRC-0278,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；缺少组织归属关键词；证据不足以支撑原关系类型,low,yes,组织隶属,同属组织,同属组织,证据表明两人均为左联成员，且有较多共同活动的记录，但未显示直接互动。,0.98,formal
REL-02182,ZLH-027,ZLH-047,组织隶属,纪念/悼念,85,critical,"波、任白戈、任钧、羊枣、沈起予、沙汀、何家榜、林林、林娜、林淡秋、周钢鸢、周扬、荒燥、徐；林淡秋是左冀作家、翻译家,浙江宁海人。柔石的好友。1928年春,宁海中学一位同事去广州中",左联史 第424页; 左联史 第495页,3,SRC-0700;SRC-0976,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；上下文直接出现纪念/悼念动作,medium,no,组织隶属,纪念/悼念,纪念/悼念,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；上下文直接出现纪念/悼念动作,0.70,formal
REL-02183,ZLH-027,ZLH-048,交游,交游,25,low,"心帮助后午青年,是没有两样的.“同年10月30日,和萧军、沙汀、周文、蒋牧良、以群、欧阳丨、张天冀、草明、王任叔、；也仅仅只有先生一人.“同年10月30日,和萧军、艾芜、周文、蒋牧良、以群、欧阳山、张天翼、草明、王任叔、荒煤、聂绀弩；都计算不出的“。同年10月30日,主持了第二次小说家座诫会,参加的有萧军、艾芜、沙汀、周文、蒋牧良、以群、张天翼、草明、王任叔、荒煤、聂绀弛、",左联词典 第156页; 左联词典 第228页; 左联词典 第234页; 左联词典 第247页; 左联词典 第262页,5,SRC-0142;SRC-0145;SRC-0960;SRC-0138;SRC-0146,结构性检测未发现需要自动改写的明确证据。,medium,no,交游,交游,交游,结构性检测未发现需要自动改写的明确证据。,0.70,formal
REL-02184,ZLH-027,ZLH-053,交游,交游,25,low,"鲁迅葬礼,和黄源、萧军、胡风、巴金、黎烈文、姚克、欧阳山、；巴金、胡风、黄源、张天翼、欧阳山、周文、萧军、靳以、黎烈",左联词典 第234页; 左联词典 第262页; 左联词典 第299页; 左联词典 第328页,5,SRC-0960;SRC-0146;SRC-0682;SRC-0591,结构性检测未发现需要自动改写的明确证据。,medium,no,交游,交游,交游,结构性检测未发现需要自动改写的明确证据。,0.70,formal
REL-02185,ZLH-027,ZLH-054,组织隶属,待核验,75,high,"1930年2月,与许幸之、王一榴等发起组织左翼美术囡体时代",左联词典 第158页,1,SRC-0143,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；缺少组织归属关键词；证据不足以支撑原关系类型,low,yes,组织隶属,同属组织,同属组织,证据表明两人均为左联成员，未显示其他具体互动。,0.95,review
REL-02186,ZLH-027,ZLH-055,组织隶属,待核验,100,critical,陈子展、唐纳、程步高、郑君里、蔡楚生、赵景深、应云卫等。,左联史 第424页,1,SRC-0700,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；缺少组织归属关键词；证据不足以支撑原关系类型,low,yes,组织隶属,同属组织,同属组织,证据表明两人均为左联成员，未显示其他具体互动。,0.95,review
REL-02187,ZLH-027,ZLH-058,组织隶属,纪念/悼念,100,critical,"力最大的成就“;指出郭沫若,巴金、张天翼、靳以、沈起于、沙；回东京,与郭沫若相识。这 -- 时期,加入日本普罗文化联盟下属；日创刊。撰稿人有鲁迅、郭沫若、茅盾、王任梓、白薇、沈起孙、",左联词典 第274页; 左联词典 第281页; 左联词典 第505页; 左联词典 第537页,5,SRC-0606;SRC-0603;SRC-0278;SRC-0609,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；缺少组织归属关键词；上下文直接出现纪念/悼念动作,medium,no,组织隶属,纪念/悼念,纪念/悼念,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；缺少组织归属关键词；上下文直接出现纪念/悼念动作,0.70,formal
REL-02188,ZLH-027,ZLH-059,组织隶属,待核验,100,critical,茅盾、王任梓、白薇、沈起孙、何家槐、李辉英、艾莅、阿英、,左联词典 第505页,1,SRC-0278,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；缺少组织归属关键词；证据不足以支撑原关系类型,low,yes,组织隶属,同属组织,同属组织,证据表明两人均为左联成员，未发现其他关系信息。,0.95,review
REL-02189,ZLH-027,ZLH-061,交游,交游,25,low,"汉既是左联常委,又是剧联实际领导人;朱镜我、杜国库 ( 林伯修 ) 、王学文等既是左联成员,又参加社联工作;各联领导及其他成员也有许多左联的朋友,时常往来,相互交流,相互参加彼此的活动",左联史 第9页,1,SRC-0704,结构性检测未发现需要自动改写的明确证据。,medium,no,交游,交游,交游,结构性检测未发现需要自动改写的明确证据。,0.70,formal
REL-02190,ZLH-027,ZLH-063,签名联署,签名联署,25,low,"风、沙汀、艾芜、任白戈等当选为左联执委。1935年6月18；胡风、萧军、萧红等团结在鲁迅周围的作家,或受鲁迅影响的许",左联词典 第328页; 左联词典 第537页,3,SRC-0591;SRC-0609,结构性检测未发现需要自动改写的明确证据。,medium,no,签名联署,签名联署,签名联署,结构性检测未发现需要自动改写的明确证据。,0.70,formal
REL-02191,ZLH-027,ZLH-067,组织隶属,待核验,100,critical,幸之、尘无、郑君平、鲁恺;在抗议宣言上签名的其他左联作家、诗人、翻译家还有白蒲、艾芜、立波、任白戈、任钧、羊枣、沈起予、沙汀、何家榜、林林、林娜、林淡秋、周钢鸢、周扬、荒燥、徐,左联史 第424页,1,SRC-0700,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；缺少组织归属关键词；证据不足以支撑原关系类型,low,yes,组织隶属,同属组织,同属组织,证据表明两人均为左联成员，未发现其他关系信息。,0.95,review
REL-02192,ZLH-027,ZLH-069,交游,交游,25,low,诗人、剧作家、音乐家则有徐梵澄、蒋牧良、陈白尘、芦棚、萧红、萧军、艾青、臧克家、张庚、盲,左联史 第9页; 左联史 第424页,3,SRC-0704;SRC-0700,结构性检测未发现需要自动改写的明确证据。,medium,no,交游,交游,交游,结构性检测未发现需要自动改写的明确证据。,0.70,formal
REL-02193,ZLH-027,ZLH-071,交游,交游,0,low,"良的短篇《轭下》、鲁迅《病中通信》9封、艾青的诗《春与生命》,散文有曹白《歼音》和李霁野",左联史 第620页,1,SRC-0622,结构性检测未发现需要自动改写的明确证据。,medium,no,交游,交游,交游,结构性检测未发现需要自动改写的明确证据。,0.70,formal
REL-02194,ZLH-027,ZLH-073,组织隶属,待核验,100,critical,路丁芦“烹度陆鲁迅陆少懿龙乙“马子华马宗融茌盾孟式钩孟十还螂绀弩欧阳山澎岛任文川萧军萧乾萧红辛人加成孙用宋之的徐螺世弥唐弛田菲田间天虚万迪鹳“王余杞王元亩吴景崔吴组湘晚如胡风,左联史 第582页; 左联史 第608页,3,SRC-0979;SRC-0852,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；缺少组织归属关键词；证据不足以支撑原关系类型,low,yes,组织隶属,同属组织,同属组织,证据表明两人均为左联成员，未发现其他关系信息。,0.95,review
REL-02195,ZLH-027,ZLH-077,组织隶属,待核验,100,critical,"懋庸、柳倩、夏征农、梅雨、戴平万、杨骚、关露、欧阳凡海、穆木天、丽尼。其他文化界知名人土；丁、洪道、马子华、夏征农、柳倩、周文、沙汀、艾芜、杨骚、梁文若、叶以群、丽尼、王任叔、郑伯奇、沈西苓、徐步、林娜 ( 司马文森 ) 、沈端先等左联成员为鲁迅先生送殡。左联的领袖去世了,盟员们都万分悲痛。上海、北平的许多报刊发表了盟员作家一…",左联史 第424页; 左联史 第608页,3,SRC-0700;SRC-0852,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；缺少组织归属关键词；证据不足以支撑原关系类型,low,yes,组织隶属,同属组织,同属组织,证据表明两人均为左联成员，未发现其他关系信息。,0.95,review
REL-02196,ZLH-027,ZLH-080,交游,交游,25,low,怀爱护以及叶紫同陈企霞.聂绀弩、周颖夫妇、萧军、萧红夫妇,左联词典 第587页,2,SRC-0946,结构性检测未发现需要自动改写的明确证据。,medium,no,交游,交游,交游,结构性检测未发现需要自动改写的明确证据。,0.70,formal
REL-02197,ZLH-027,ZLH-081,组织隶属,待核验,100,critical,"荒煤、性绀弯、陈白尘、命而复、凡容、东平等,参加第二次小说；绀弩、陈白尘、周而复、凡容、东平等出席第二次小说家座谈",左联词典 第156页; 左联词典 第247页,3,SRC-0142;SRC-0138,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；缺少组织归属关键词；证据不足以支撑原关系类型,low,yes,组织隶属,同属组织,同属组织,证据表明两人均为左联成员，未发现其他关系信息。,0.95,review
REL-02198,ZLH-027,ZLH-082,组织隶属,同属组织,85,critical,"萧军等作家创作质量的丰富“,端木芷良、荒煤、舒群、宋之的、左联作品简介",左联词典 第431页,1,SRC-0260,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；证据只能支持同属组织或共同组织关联,low,yes,组织隶属,同属组织,同属组织,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；证据只能支持同属组织或共同组织关联,0.40,formal
REL-02199,ZLH-027,ZLH-083,组织隶属,待核验,100,critical,林焕平、林林、林娜 ( 司马文森 ) 、朐风、胡依凡、荸盾、陈毅 ( 陈沂 )、雪苇、张天翼、张香山、梅,左联史 第424页,1,SRC-0700,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；缺少组织归属关键词；证据不足以支撑原关系类型,low,yes,组织隶属,同属组织,同属组织,证据表明两人均为左联成员，未发现其他关系信息。,0.95,review
REL-02200,ZLH-027,ZLH-084,交游,交游,25,low,"联、剧联工作,北平左联陆万美等也曾到上海向中国左联汇报情况。文总 ( 中国左翼文化总同盟 ) 是上述左翼文化团体的直接领导,1930年7月在上海成立,第一任",左联史 第9页,1,SRC-0704,结构性检测未发现需要自动改写的明确证据。,medium,no,交游,交游,交游,结构性检测未发现需要自动改写的明确证据。,0.70,formal
REL-02201,ZLH-027,ZLH-091,创作合作,创作合作,25,low,"萧军、梅志等16位左翼青年作家以“钜形花圈一袭敬献鲁迅先；并任纠察,和萧军、舒群合编《报告》杂志,编辑“《夜晨》小",左联词典 第219页; 左联词典 第637页,3,SRC-0144;SRC-0735,结构性检测未发现需要自动改写的明确证据。,medium,no,创作合作,创作合作,创作合作,结构性检测未发现需要自动改写的明确证据。,0.70,formal
REL-02202,ZLH-027,ZLH-096,交游,交游,25,low,"日》一篇收人开明书店出版、“夏七尊编辑的创作集《十年?“, “这个创作集是由老舍、张天翼、王统照、巴金、叶圣陶、萧军、茅盾等26位当时主要的作家组成的。很明显,其内容也是不受国民党支配的“。《团聚》一篇,是发表在“左翼作家联盟系统的杂志“…",左联史 第244页,1,SRC-0786,结构性检测未发现需要自动改写的明确证据。,medium,no,交游,交游,交游,结构性检测未发现需要自动改写的明确证据。,0.70,formal
REL-02203,ZLH-027,ZLH-097,组织隶属,同属组织,85,critical,"萧军等作家创作质量的丰富“,端木芷良、荒煤、舒群、宋之的、左联作品简介罗烽、姚雪垠、王西彦、吴奚如、刘日羽等新作家“数量的众多“",左联词典 第274页; 左联词典 第431页,3,SRC-0606;SRC-0260,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；证据只能支持同属组织或共同组织关联,low,yes,组织隶属,同属组织,同属组织,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；证据只能支持同属组织或共同组织关联,0.40,formal
REL-02204,ZLH-027,ZLH-100,交游,交游,25,low,"( 蓬子编 ),罪名都是“普罗文艺“,《韦护》、 《在黑暗中》、《自杀日记》、 《一个人的诞生》、 《一个女人》、《水》、《夜会》等7种作品均被无理查禁。",左联史 第230页,1,SRC-0796,结构性检测未发现需要自动改写的明确证据。,medium,no,交游,交游,交游,结构性检测未发现需要自动改写的明确证据。,0.70,formal
REL-02205,ZLH-027,ZLH-105,组织隶属,待核验,100,critical,"沈起予 (1903一1970) 左翼作家、翻译家。笔名绮雨,四川巴县人。创造社成员。1930年3月2日出席中国左翼作家联盟成立大会,为左联发起人之一.",左联词典 第228页,1,SRC-0145,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；缺少组织归属关键词；证据不足以支撑原关系类型,low,yes,组织隶属,同属组织,同属组织,证据表明两人均为左联成员，未发现其他关系信息。,0.95,review
REL-02206,ZLH-027,ZLH-106,组织隶属,待核验,100,critical,戴平万、魏晋、魏猛克、魏金枝、徐步、徐懋庸、夏征农、荒煤、柳倩、草明、奚如、黑丁;还有许多作家及进步文化人如巴金、白朗、艾青、光未然、吴朗西、周学普、周椰伽、周木斋、孙十还、邵子南、姚克、胡兰畦、柯灵、陈白尘、陈占元、许天虹、张季纯、曹白…,左联史 第424页,1,SRC-0700,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；缺少组织归属关键词；证据不足以支撑原关系类型,low,yes,组织隶属,同属组织,同属组织,证据表明两人均为左联成员，未发现其他关系信息。,0.95,review
REL-02207,ZLH-027,ZLH-107,组织隶属,待核验,75,high,"表了孙师毅的电影小说《新女性9。图文并茂,重要作品大多",左联词典 第505页,1,SRC-0278,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；缺少组织归属关键词；证据不足以支撑原关系类型,low,yes,组织隶属,同属组织,同属组织,证据仅支持两人共同属于左联组织，未显示其他具体互动。,0.95,review
